DRIVER_ID,VEHICLE_ID,DISTANCE_MTRS_GPS,AgeRange,Gender,VehicleClass,LocationCode,Accel_Measure,Deccel_Measure,LatPos_Measure,LatNeg_Measure
197,2764,7811732.75413614,16-19,Male,Car,Florida,14.439818098011,22.3663565433021,39.079677916319,34.8603835500917
198,1050,18408053.2227113,30-34,Male,Car,North Carolina,12.5423366179291,10.0043170112518,21.0342720827362,13.3941377188002
202,3314,17216522.0054963,65-69,Female,Car,Florida,8.93095597071885,10.5851809059821,21.5049241584219,11.3844131780755
205,2540,12814792.9338335,16-19,Male,Car,Washington,28.3172737845749,22.0869741291503,58.3076140096846,39.8039986001873
206,1106,1927606.50215352,75-79,Female,Car,New York,19.6720647900056,21.9961905879809,30.5456533448188,18.2609884126634
207,1878,26792446.4036171,45-49,Male,Car,Washington,30.7907679490077,16.2374123454911,39.7903194034597,18.3992156809334
210,2211,15832362.6774755,16-19,Male,Car,North Carolina,39.8474954655722,33.3797305409041,59.8066137877901,42.7175661508937
211,1028,9416724.6895752,70-74,Did not specify,Car,Washington,6.28668692688207,11.8597499323343,32.4528973793101,14.5103530690738
212,119,14446767.0248879,20-24,Female,Car,Florida,6.36820679959114,4.95058859029085,38.153865086246,30.5673926380374
213,316,13043546.8538512,80-84,Female,Car,Florida,18.2527040127666,32.1262310547284,36.5912742406471,14.9284548276458
214,2901,11988787.4811934,65-69,Male,Car,New York,13.2523827158695,6.0723405193561,20.4724623224006,9.76912804432673
215,2291,21331411.9780173,20-24,Female,SUV/Crossover,Florida,9.18082685767913,18.5641719548659,54.4774064275519,40.0086033160625
216,1545,16397741.7509281,75-79,Male,Pickup,Florida,5.26901821679864,4.66405686598102,19.3392483438795,8.18649311832233
217,392,10833310.6874657,65-69,Male,Car,Florida,4.35693218460087,7.872016455567,44.5145545911425,27.5299037020204
217,443,47811118.2898561,65-69,Male,Car,Florida,8.92846716974971,2.74413158890358,30.874826877103,24.1316254726631
218,364,18145171.1978306,20-24,Male,SUV/Crossover,Washington,17.4151016022258,5.23775714011246,33.6309860814628,20.2544244963608
219,1567,6991602.25859355,25-29,Female,Car,Indiana,3.15807438457486,3.06653599661616,8.32999330424092,6.68230232098448
221,752,6251900.25733415,40-44,Male,SUV/Crossover,Florida,55.0232706602206,14.152497058187,93.8722589682276,19.091795308151
222,1766,17488532.3277267,20-24,Male,Car,North Carolina,11.2530883845518,7.46546351365387,47.4825436714015,37.5011457628275
223,2713,28326119.490387,75-79,Male,Car,New York,3.22529176758591,3.23658876151791,17.8153594307635,7.24137311041179
224,2389,14892538.6455407,20-24,Male,SUV/Crossover,New York,3.41647594214806,4.07183767947835,29.7168945156652,10.507275067361
225,246,8545178.55362163,30-34,Female,Car,New York,18.8925250639237,4.26907404814134,112.250433853541,78.4535976390886
226,32,11236676.7028055,16-19,Male,Car,Washington,35.2702147158021,21.2589546106954,75.5098702615658,52.3998345394234
227,1425,9156496.83103075,25-29,Male,Pickup,Indiana,0.401900428505444,2.48129829772926,16.7575004755096,15.0275812397688
228,702,27411614.1525145,30-34,Male,Car,North Carolina,17.3532283561771,12.8471091866619,41.3372227441797,33.7375243520699
230,1362,6176549.00758034,80-84,Male,SUV/Crossover,New York,89.2666761525454,31.7588348702904,74.242105006731,52.27514581423
230,2193,6522686.82526465,80-84,Male,SUV/Crossover,New York,82.5426721262453,31.1528064191178,69.3947160312475,42.4610298515693
231,2247,14188679.7393923,60-64,Female,Car,New York,3.05595734038726,7.70191462540405,23.816169383387,17.2870206745892
232,1461,17959625.0239589,16-19,Male,Car,New York,12.0626126498183,11.447900483764,62.7719119133084,42.1835087864768
233,1018,21642515.024225,60-64,Did not specify,Car,Washington,40.5572087632839,39.4630660551239,38.3467447785552,35.0421380856664
234,1259,6682281.7112098,85-89,Female,Car,Indiana,1.22113977719785,19.4664046835657,19.8495073587651,8.50009060598503
235,2523,15353477.1276493,20-24,Male,Car,New York,44.4563791201937,18.8621767950189,68.7479449263755,54.9191556407457
236,2857,23327565.5531243,45-49,Female,Car,New York,4.42395070179873,5.05496382515607,27.0512582447972,22.1471888621831
237,3018,17748668.759294,20-24,Male,Car,Florida,10.3219008977261,7.81579744832187,25.8633481882762,20.5806984711867
238,1293,27940405.3205062,20-24,Male,Car,Florida,15.4385734584678,14.2818257438497,34.6852520170399,25.5916115674676
239,756,66532806.2165536,40-44,Male,SUV/Crossover,North Carolina,21.4125944930539,12.4522028622005,44.232013759068,25.7701440462226
242,2305,50537356.8634443,25-29,Male,Pickup,Indiana,9.27314028840686,14.4083514689449,47.1160374776616,37.5484615297048
244,3142,19689560.7019844,20-24,Female,Car,Florida,44.7343652472261,18.5357106501222,36.3644476805335,27.6613586378852
245,321,13588575.2036351,20-24,Female,Car,Florida,39.2800563709735,27.8351478600064,78.607211130881,56.9890506101654
248,1005,35221687.4767353,50-54,Female,Car,North Carolina,8.82183740359508,5.07868909228594,38.317300978025,16.4943829106353
249,263,7122257.97466234,16-19,Male,Pickup,North Carolina,94.4419596135016,18.3312652342096,138.046108902228,115.895830077558
250,1495,30270088.6512619,25-29,Female,Car,Florida,8.88533902555278,5.33331771373156,15.0855190832407,10.2807759694825
251,2865,4175985.2995736,75-79,Male,Car,New York,0.842914844637844,0.459771733438824,9.5785777799755,2.95020195623245
252,426,1620498.31037644,20-24,Female,Car,Washington,32.2863650427665,20.5368927489157,54.5017538336608,35.6433571267238
252,1973,16644348.528857,20-24,Female,Car,Washington,54.4280840087774,23.2246999232084,69.6740997696253,63.9640535136709
253,2808,19477796.3567263,20-24,Male,Pickup,Florida,24.1670049002974,5.39691441859124,53.2626987673449,41.1216949459174
254,191,7791452.35973912,16-19,Female,Car,Florida,18.5023270815233,20.5353241748317,75.6110636117302,52.2829353491214
255,1469,44500342.3538817,55-59,Male,Car,Florida,8.33791338164019,3.05256078525766,22.7557799880987,5.78152855441028
255,3144,19246871.6810527,55-59,Male,Car,North Carolina,1.92862510932321,5.25384081505289,20.4583896295018,11.7380114412258
256,648,5273064.83953552,75-79,Female,Car,Florida,8.13189317880209,5.06726179425354,23.576421641527,18.2664167673092
257,1988,13249670.6176429,75-79,Male,Car,Florida,7.11262964337489,1.89589618677395,21.0722219485385,14.925654056386
258,1900,3939680.31093232,16-19,Female,Van/Minivan,Washington,10.8435194301058,15.1890496886126,60.9592609160631,57.3447544393611
259,1003,1119366.33546972,45-49,Female,SUV/Crossover,Florida,1.71525615802471,6.0033965530865,25.1570903176958,17.4384376065846
260,1750,3356395.92260929,80-84,Male,Car,Florida,16.6845632312844,14.8254261855127,61.2561821491443,29.8415330936687
261,2558,6553322.55073525,20-24,Female,Car,Florida,7.08037787561581,17.6521144967939,54.6409851228558,42.3113615808351
262,1716,694964.270939675,70-74,Male,Car,Indiana,36.8364260876113,29.6993685331366,25.5552705982803,11.281155489331
263,2926,12125082.407398,40-44,Male,Car,Florida,14.5549526238537,7.89108038899775,36.8822235572721,25.2039524130196
264,3235,14913757.5398655,20-24,Female,Car,North Carolina,5.58946997610582,2.85374090910585,27.1105386365056,19.7079776316821
267,3045,5191480.47424214,20-24,Female,Car,Indiana,12.0505124328976,10.9101826118817,34.4564524296151,32.5148097613989
268,653,13636622.1683477,65-69,Female,Car,Indiana,0.234662217702827,6.41801165417232,4.84577479556338,2.14715929198087
269,2633,20552502.5081153,20-24,Female,Car,Washington,19.6024790577653,10.9923353572536,36.9084007993906,17.3059217416252
272,378,12790568.0676311,25-29,Male,Car,North Carolina,23.2546356367648,49.7741770837478,60.7197425394601,44.4827780120149
273,1638,31905842.9805336,45-49,Female,SUV/Crossover,Indiana,13.0634379494156,13.825680777942,42.1640638305899,28.0425124810489
275,920,12107413.089749,65-69,Male,Car,New York,40.0283690997815,6.70002744588618,61.1063647135655,36.8171133416941
277,2563,5058385.86927049,16-19,Male,Car,Washington,184.469912757876,114.439668099794,131.393693003467,141.863435994354
278,2997,28064596.4328766,20-24,Female,SUV/Crossover,New York,5.92347730342762,4.73194048300763,24.8284347030099,12.8446529014653
279,782,23105670.4169911,25-29,Male,SUV/Crossover,Washington,14.5418849111999,3.51775120709026,35.8076604170546,28.5713414969575
280,487,18375818.9584224,70-74,Male,Car,Washington,36.900668293165,11.2931021180356,54.7763341746817,23.0389731721837
281,3202,15705808.0435466,70-74,Male,Car,North Carolina,2.6079524139371,3.02563229273171,14.007556910795,10.3808730851637
282,340,34754848.0087424,45-49,Male,SUV/Crossover,North Carolina,4.52080814626141,5.70395243708543,23.9068805534985,9.63088660079315
282,1734,26900257.5674167,85-89,Female,Car,Washington,42.6226402154894,23.2205955067361,38.9884742691227,26.6525329061692
286,1847,3261938.17054052,16-19,Female,Car,Florida,4.16930036345429,3.62974384583079,61.1660888615,47.2847711808227
